Title,Author,Date,Period,Mode,Genre,Nationality,Pseudonym,Publisher,Publishing House,City of Publication,Location/Street of Publication,Role (Central/Peripheral/Influence),Authority,Filename,Full Text Source,Illustrator,Translator,eBook Source,More Info,Notes,eText Publisher,eBook No.,eText Pub date,Date Accessed,Editor,Edition,color_word_list,color_word_summary
The Romance Of The Cavern,"Walker, George",1792,Romantic,Novel,Gothic,English,,,,,,Peripheral,https://en.wikipedia.org/wiki/George_Walker_(novelist),,,,,,,,,,,,,,,
"""Ode To Superstition""","Drake, Nathan",1793,Romantic,Poetry,Gothic,English,,,,,,Central,"Norton, Gothic Readings",,,,,,,,,,,,,,,
The Castle Of Wolfenbach,"Parsons, Eliza",1793,Romantic,Novel,Gothic,English,,,Minerva Press,,,Central,"Norton, Gothic Readings",Parsons_TheCastleOfWolfenbach_Gutenberg.txt,http://gutenberg.net.au/ebooks06/0606211.txt,,,,https://en.wikipedia.org/wiki/The_Castle_of_Wolfenbach,A Horrid Novel,,,,16-Mar-17,,,"['bloody', 'bloody', 'natural', 'green', 'bloody', 'green', 'natural', 'natural', 'angry', 'natural', 'black', 'natural', 'natural', 'angry', 'natural', 'natural', 'natural', 'natural', 'candid', 'natural', 'natural', 'natural', 'natural', 'natural', 'natural', 'black', 'natural', 'natural', 'black', 'natural', 'bloody', 'neutral', 'natural', 'natural', 'natural', 'imperial']","{'bloody': 4, 'natural': 22, 'green': 2, 'angry': 2, 'black': 3, 'candid': 1, 'neutral': 1, 'imperial': 1}"
The Maid Of The Hamlet. A Tale,"Roche, Regina Maria",1793,Romantic,Novel,Gothic,Irish,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,https://babel.hathitrust.org/cgi/pt?id=njp.32101064907049;view=1up;seq=15,https://en.wikipedia.org/wiki/Regina_Maria_Roche,,,,,,,,,
The Emigrants,"Smith, Charlotte Turner",1793,Romantic,Poetry,Gothic,English,,,,,,Peripheral,"Norton, Gothic Readings",Smith_TheEmigrants_BWRP.txt,http://digital.lib.ucdavis.edu/projects/bwrp/Works/SmitCEmigr.htm,,,,,,,,,16-Mar-17,,,"['blank', 'black', 'green', 'orient', 'verdant', 'chalky', 'yellow', 'white', 'black', 'golden', 'silver', 'brown', 'imperial', 'stony', 'grey', 'rosy', 'lurid', 'purple', 'yellow', 'purple', 'green', 'blue', 'golden']","{'blank': 1, 'black': 2, 'green': 2, 'orient': 1, 'verdant': 1, 'chalky': 1, 'yellow': 2, 'white': 1, 'golden': 2, 'silver': 1, 'brown': 1, 'imperial': 1, 'stony': 1, 'grey': 1, 'rosy': 1, 'lurid': 1, 'purple': 2, 'blue': 1}"
The Old Manor House,"Smith, Charlotte Turner",1793,Romantic,Novel,Gothic,English,,,,,,Central,Caroline,Smith_TheOldManorHouse_WomenWriters.txt,http://digital.library.upenn.edu/women/smith/manor/manor.html,,,,,,,,,16-Mar-17,,,"['natural', 'natural', 'sunny', 'white', 'white', 'marble', 'angry', 'natural', 'sanguine', 'stone', 'natural', 'angry', 'white', 'white', 'angry', 'angry', 'white', 'ruddy', 'angry', 'angry', 'leaden', 'wine', 'green', 'white', 'straw', 'blue', 'black', 'angry', 'natural', 'angry', 'angry', 'angry', 'rusty', 'red', 'natural', 'wine', 'blue', 'black', 'natural', 'natural', 'black', 'angry', 'verdant', 'sandy', 'angry', 'sanguine', 'green', 'chalky', 'angry', 'natural', 'wainscot', 'yellow', 'green', 'blue', 'angry', 'natural', 'red', 'white', 'angry', 'angry', 'green', 'angry', 'angry', 'sanguine', 'angry', 'natural', 'sage', 'candid', 'blue', 'sanguine', 'angry', 'white', 'natural', 'rosy', 'red', 'angry', 'candid', 'candid', 'sanguine', 'purple', 'pearl', 'golden', 'sage', 'angry', 'oatmeal', 'red', 'red', 'black', 'white', 'red', 'red', 'white', 'black', 'sanguine', 'red', 'lurid', 'natural', 'white', 'black', 'natural', 'black', 'green', 'black', 'gilded', 'natural', 'wine', 'black', 'wine', 'natural', 'sanguine', 'straw', 'black', 'red', 'wan', 'snow', 'snow', 'red', 'green', 'black', 'straw', 'white', 'natural', 'natural', 'evergreen', 'snow', 'straw', 'black', 'blush', 'natural', 'green', 'navy', 'black', 'natural', 'candid', 'wine', 'brown', 'gull', 'grey', 'natural', 'haw', 'red', 'natural', 'sanguine', 'neger', 'brown', 'yellow', 'black', 'grey', 'golden', 'green', 'sanguine', 'natural']","{'natural': 23, 'sunny': 1, 'white': 12, 'marble': 1, 'angry': 22, 'sanguine': 9, 'stone': 1, 'ruddy': 1, 'leaden': 1, 'wine': 5, 'green': 8, 'straw': 4, 'blue': 4, 'black': 14, 'rusty': 1, 'red': 11, 'verdant': 1, 'sandy': 1, 'chalky': 1, 'wainscot': 1, 'yellow': 2, 'sage': 2, 'candid': 4, 'rosy': 1, 'purple': 1, 'pearl': 1, 'golden': 2, 'oatmeal': 1, 'lurid': 1, 'gilded': 1, 'wan': 1, 'snow': 3, 'evergreen': 1, 'blush': 1, 'navy': 1, 'brown': 2, 'gull': 1, 'grey': 2, 'haw': 1, 'neger': 1}"
"""Das Petermännchen""","Spiess, Christian Heinrich",1793,German Romantic,Short Story,Gothic,German,,,,,,Peripheral,Wikipedia: https://en.wikipedia.org/wiki/List_of_gothic_fiction_works,,,,,,,,,,,,,,,
"The Advantages Of Education, Or, The History Of Maria Williams. A Tale For Misses And Their Mammas","West, Jane",1793,Romantic,Novel,Gothic,English,"Homespun, Prudentia",,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,,,,,,,,,,,
"""A Ghostly Performance""","Boaden, James",1794,Romantic,Theory & Criticism,Review,English,,,,,,,"Norton, Gothic Readings",,,,,,,,,,,,,,,
"The Haunted Priory, Or, The Fortunes Of The House Of Rayo. A Romance Founded Partly On Historical Fact","Cullen, Stephen",1794,Romantic,Novel,Gothic,,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,,,,,,,,,,,
The Adventures Of Caleb Williams,"Godwin, William",1794,Romantic,Novel,Gothic,English,,,,,,Central,"Norton, Gothic Readings",Godwin_CalebWilliams_Gutenberg.txt,http://www.gutenberg.org/cache/epub/11323/pg11323.txt,,,https://archive.org/details/calebwilliams00godwuoft,"https://en.wikipedia.org/wiki/Things_as_They_Are;_or,_The_Adventures_of_Caleb_Williams",,,,,16-Mar-17,,,"['sanguine', 'ensanguined', 'sanguine', 'natural', 'golden', 'horse-flesh', 'straw', 'elephant', 'sanguine', 'livid', 'reddish', 'angry', 'cardinal', 'red', 'angry', 'ruddy', 'angry', 'black', 'sanguine', 'angry', 'sanguine', 'black', 'rusty', 'angry', 'natural', 'candid', 'red', 'red', 'black', 'angry', 'sanguine', 'candid', 'natural', 'black', 'red', 'black', 'white', 'natural', 'angry', 'black', 'black', 'red', 'white', 'red', 'golden', 'black', 'hoary', 'white', 'black', 'red', 'angry', 'sanguine', 'sanguine', 'bloody']","{'sanguine': 8, 'ensanguined': 1, 'natural': 4, 'golden': 2, 'horse-flesh': 1, 'straw': 1, 'elephant': 1, 'livid': 1, 'reddish': 1, 'angry': 8, 'cardinal': 1, 'red': 7, 'ruddy': 1, 'black': 9, 'rusty': 1, 'candid': 2, 'white': 3, 'hoary': 1, 'bloody': 1}"
Duncan And Peggy. A Scottish Tale,"Helme, Elizabeth",1794,Romantic,Novel,Gothic,English,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,,,,,,,,,,,
"The Necromancer, Or, The Tale Of The Black Forest","Kahlert, Karl Friedrich",1794,Romantic,Novel,Gothic,German,"Flammenberg, Ludwig",,,,,Central,"Norton, Gothic Readings",Teutold-Kahlert_TheNecromancer_Gutenberg.txt,https://www.gutenberg.ca/ebooks/flammenbergl-necromancer/flammenbergl-necromancer-00-h.html,,,,"https://en.wikipedia.org/wiki/The_Necromancer;_or,_The_Tale_of_the_Black_Forest",,,,,16-Mar-17,,,"['black', 'fallow', 'green', 'salmon-coloured', 'brown', 'evergreen', 'black', 'lurid', 'black', 'black', 'black', 'raven', 'rosy', 'hoary', 'white', 'black', 'purple', 'black', 'leaden', 'white', 'white', 'black', 'black', 'brown', 'black', 'yellow', 'angry', 'black', 'hoary', 'black', 'black', 'marble', 'marble', 'white', 'reddish', 'marble', 'marble', 'black', 'blue', 'sulphurous', 'black', 'black', 'straw', 'black', 'black', 'pearly', 'black', 'black', 'white', 'black', 'black', 'wine', 'golden', 'angry', 'wan', 'white', 'white', 'black', 'leaden', 'red', 'black', 'hoary', 'black', 'hoary', 'rusty', 'golden', 'golden', 'angry', 'white', 'natural', 'black', 'black', 'hoary', 'silver', 'hoary', 'hoary', 'hoary', 'black', 'hoary', 'black', 'black', 'snow-white', 'white', 'black', 'reddish', 'hoary', 'hoary', 'imperial', 'hoary', 'black', 'angry', 'angry', 'straw', 'black', 'green', 'black', 'black', 'sooty', 'rusty', 'black', 'ruddy', 'bloody', 'hoary', 'hoary', 'angry', 'dun', 'black', 'hoary', 'black', 'black', 'red', 'natural', 'natural', 'white', 'natural', 'crimson', 'black', 'natural', 'black', 'blue', 'natural', 'natural', 'rosy', 'black', 'black', 'natural', 'sanguine', 'black', 'green', 'white', 'green', 'sanguine', 'natural', 'black', 'black', 'black', 'black', 'sooty', 'black', 'black', 'black']","{'black': 51, 'fallow': 1, 'green': 4, 'salmon-coloured': 1, 'brown': 2, 'evergreen': 1, 'lurid': 1, 'raven': 1, 'rosy': 2, 'hoary': 15, 'white': 11, 'purple': 1, 'leaden': 2, 'yellow': 1, 'angry': 6, 'marble': 4, 'reddish': 2, 'blue': 2, 'sulphurous': 1, 'straw': 2, 'pearly': 1, 'wine': 1, 'golden': 3, 'wan': 1, 'red': 2, 'rusty': 2, 'natural': 9, 'silver': 1, 'snow-white': 1, 'imperial': 1, 'sooty': 2, 'ruddy': 1, 'bloody': 1, 'dun': 1, 'crimson': 1, 'sanguine': 2}"
"Madeline, Or, The Castle Of Montgomery. A Novel","Kelly, Isabella",1794,Romantic,Novel,Gothic,Scottish,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,,,,,,,,,,,
The Mysteries Of Udolpho. A Romance,"Radcliffe, Ann",1794,Romantic,Novel,Gothic,English,,,,,,Central,"Norton, Gothic Readings",Radcliffe_TheMysteriesOfUdolpho_Gutenberg.txt,http://www.gutenberg.org/ebooks/3268,,,,,,,,,16-Mar-17,,,"['blue', 'green', 'green', 'blue', 'green', 'green', 'blue', 'green', 'white', 'yellow', 'purple', 'purple', 'white', 'white', 'purple', 'snowy', 'golden', 'green', 'red', 'natural', 'natural', 'white', 'snow', 'yellow', 'snowy', 'rosy', 'stones', 'white', 'green', 'yellow', 'black', 'rosy', 'grassy', 'green', 'flinty', 'grassy', 'grey', 'snowy', 'green', 'white', 'verdant', 'purple', 'natural', 'yellow', 'white', 'green', 'green', 'marble', 'green', 'hoary', 'green', 'green', 'black', 'natural', 'rosy', 'green', 'black', 'marble', 'green', 'crimson', 'ivory', 'brown', 'blue', 'blue', 'yellow', 'green', 'natural', 'golden', 'green', 'natural', 'snowy', 'candid', 'natural', 'natural', 'marble', 'green', 'verdant', 'snowy', 'white', 'grassy', 'blue', 'sunny', 'yellow', 'green', 'yellow', 'green', 'blue', 'purplish', 'verdant', 'marble', 'green', 'green', 'green', 'coral', 'green', 'coral', 'red', 'green', 'white', 'coral', 'red', 'red', 'black', 'candid', 'red', 'marble', 'green', 'grey', 'marble', 'white', 'green', 'purple', 'yellow', 'marble', 'black', 'red', 'marble', 'black', 'black', 'black', 'marble', 'angry', 'angry', 'blue', 'angry', 'crimson', 'green', 'rusty', 'rusty', 'black', 'rusty', 'natural', 'angry', 'natural', 'natural', 'black', 'black', 'black', 'black', 'black', 'black', 'natural', 'marble', 'gilded', 'livid', 'natural', 'bloody', 'natural', 'red', 'black', 'green', 'angry', 'black', 'sallow', 'black', 'natural', 'yellow', 'livid', 'marble', 'natural', 'red', 'sulphureous', 'black', 'marble', 'marble', 'blue', 'black', 'sulphureous', 'reddish', 'black', 'red', 'livid', 'red', 'sallow', 'sunny', 'black', 'olive', 'purple', 'purple', 'wine', 'blank', 'grassy', 'vermeil', 'green', 'green', 'white', 'natural', 'straw', 'yellow', 'mulberry', 'white', 'blue', 'snowy', 'purple', 'white', 'black', 'natural', 'verdant', 'green', 'purple', 'white', 'marble', 'black', 'green', 'blue', 'blue', 'white', 'purple', 'sunny', 'verdant', 'green', 'blue', 'purple', 'natural', 'green', 'marble', 'green', 'grey', 'white', 'lurid', 'black', 'white', 'white', 'red', 'sulphureous', 'white', 'white', 'red', 'black', 'natural', 'white', 'blue', 'green', 'yellow', 'green', 'black', 'black', 'black', 'black', 'white', 'green', 'purple', 'crimson', 'red', 'black', 'natural', 'yellow', 'angry', 'angry', 'yellow', 'yellow', 'white', 'green', 'black', 'green', 'natural', 'yellow', 'sulphureous', 'red', 'yellow', 'natural', 'natural', 'white', 'red', 'bloody', 'black', 'green', 'green', 'grey', 'yellow', 'angry', 'black', 'natural', 'white', 'red', 'green', 'purple']","{'blue': 14, 'green': 45, 'white': 25, 'yellow': 17, 'purple': 13, 'snowy': 6, 'golden': 2, 'red': 16, 'natural': 25, 'snow': 1, 'rosy': 3, 'stones': 1, 'black': 34, 'grassy': 4, 'flinty': 1, 'grey': 4, 'verdant': 5, 'marble': 15, 'hoary': 1, 'crimson': 3, 'ivory': 1, 'brown': 1, 'candid': 2, 'sunny': 3, 'purplish': 1, 'coral': 3, 'angry': 8, 'rusty': 3, 'gilded': 1, 'livid': 3, 'bloody': 2, 'sallow': 2, 'sulphureous': 4, 'reddish': 1, 'olive': 1, 'wine': 1, 'blank': 1, 'vermeil': 1, 'straw': 1, 'mulberry': 1, 'lurid': 1}"
The Banished Man,"Smith, Charlotte Turner",1794,Romantic,Novel,Gothic,English,,,,,,Peripheral,"Norton, Gothic Readings",Smith_TheBanishedMan_PLUK.txt,http://public-library.uk/ebooks/13/38.pdf,,,,,,,,,16-Mar-17,,,"['imperial', 'black', 'black', 'wainscot', 'natural', 'angry', 'red', 'natural', 'angry', 'natural', 'straw', 'black', 'candid', 'imperial', 'black', 'natural', 'sanguine', 'brown', 'sanguine', 'black', 'candid', 'snow', 'white', 'candid', 'angry', 'imperial', 'red', 'green', 'angry', 'sanguine', 'natural', 'natural', 'natural', 'green', 'green', 'green', 'blue', 'sanguine', 'black', 'blue', 'natural', 'candid', 'sanguine', 'sanguine', 'brown', 'green', 'red', 'sanguine', 'sanguine', 'natural', 'sanguine', 'angry', 'red', 'sallow', 'red', 'black', 'natural', 'sanguine', 'natural', 'lurid', 'grey', 'black', 'black', 'black', 'sanguine', 'natural', 'angry', 'natural', 'green', 'white', 'green', 'black', 'sanguine', 'natural', 'black', 'leaden', 'flaxen', 'black', 'natural', 'natural', 'natural', 'black', 'yellow', 'marble', 'white', 'blue', 'yellow', 'green', 'verdant', 'black', 'blank', 'green', 'blank', 'natural', 'primrose', 'natural', 'natural', 'rosy', 'white', 'red', 'angry', 'sanguine', 'natural', 'pearly', 'golden', 'green', 'natural']","{'imperial': 3, 'black': 15, 'wainscot': 1, 'natural': 22, 'angry': 7, 'red': 6, 'straw': 1, 'candid': 4, 'sanguine': 13, 'brown': 2, 'snow': 1, 'white': 4, 'green': 10, 'blue': 3, 'sallow': 1, 'lurid': 1, 'grey': 1, 'leaden': 1, 'flaxen': 1, 'yellow': 2, 'marble': 1, 'verdant': 1, 'blank': 2, 'primrose': 1, 'rosy': 1, 'pearly': 1, 'golden': 1}"
The Wanderings Of Warwick. A Novel,"Smith, Charlotte Turner",1794,Romantic,Novel,Gothic,English,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,,,,,,,,,,,
"Count Roderic'S Castle, Or, Gothic Times. A Tale",unsigned,1794,Romantic,Novel,Gothic,,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",Unsigned_CountRodericsCastle_UMDL.txt,http://name.umdl.umich.edu/N21660.0001.001,,,,,Text file includes only Vol 1 of 2; 2 not available,University of Michigan Digital Library,,,11-Apr-17,,,"['flinty', 'black', 'livid', 'green', 'brown', 'rusty', 'rusted', 'stone', 'rusty', 'stone', 'golden', 'sable']","{'flinty': 1, 'black': 1, 'livid': 1, 'green': 1, 'brown': 1, 'rusty': 2, 'rusted': 1, 'stone': 2, 'golden': 1, 'sable': 1}"
The Haunted Castle. A Norman Romance,"Walker, George",1794,Romantic,Novel,Gothic,English,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,,,,,,,,,,,
Review Of Radcliffe'S Mysteries Of Udolpho,"Coleridge, Samuel Taylor",1794,Romantic,Theory & Criticism,Review,English,,,,,,,"Norton, Gothic Readings",,,,,,,,,,,,,,,
The Dagger,"Grosse, Karl der",1795,Romantic,Novel,Gothic,German,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,,,,,,,,,,,
The Abbey Of Saint Asaph. A Novel,"Kelly, Isabella",1795,Romantic,Novel,Gothic,Scottish,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,,,,,,,,,,,
Mysteries Elucidated,"Mackenzie, Anna Maria",1795,Romantic,Novel,Gothic,English,,,,,,Peripheral,"Norton, Gothic Readings",,,,,https://archive.org/details/mysterieselucid00mackgoog,,,,,,,,,,
"Count St. Blanchard, Or, The Prejudiced Judge. A Novel","Meeke, Elizabeth (Mary)",1795,Romantic,Novel,Gothic,English,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,,,,,,,,,,,
Netley Abbey. A Gothic Story,"Warner, Richard",1795,Romantic,Novel,Gothic,English,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,,,,,,,,,,,
The Castle Of Ollada,"Lathom, Francis",1795,Romantic,Novel,Gothic,English,,"Lane, William",Minerva Press,,,Peripheral,https://en.wikipedia.org/wiki/Francis_Lathom,,,,,,,,,,,,,,,
Secrecy,"Fenwick, Eliza",1795,Romantic,Novel,Gothic,English,,,,,,Peripheral,,Fenwick_Secrecy_Gutenberg.txt,http://www.gutenberg.org/files/43529/43529-h/43529-h.htm,,,,,,Project Gutenberg,#43529,21-Aug-13,21-Mar-17,"Delphine Lettau, Mary Meehan,(http://www.pgdp.net)",,"['candid', 'angry', 'natural', 'angry', 'natural', 'blue', 'angry', 'white', 'angry', 'white', 'white', 'marble', 'marble', 'golden', 'sanguine', 'black', 'angry', 'white', 'marble', 'brown', 'brown', 'marble', 'white', 'angry', 'angry', 'natural', 'angry', 'angry', 'wan', 'marble', 'natural', 'natural', 'livid', 'gilded', 'natural', 'blank', 'white', 'black', 'natural', 'blank', 'candid', 'blue', 'blue', 'orient', 'white', 'golden', 'golden', 'black', 'black', 'rusty', 'green', 'black', 'natural', 'angry', 'candid', 'natural', 'natural', 'blue', 'black', 'brown', 'red', 'gold', 'blue', 'natural', 'golden', 'natural', 'golden', 'marble']","{'candid': 3, 'angry': 10, 'natural': 12, 'blue': 5, 'white': 7, 'marble': 6, 'golden': 5, 'sanguine': 1, 'black': 6, 'brown': 3, 'wan': 1, 'livid': 1, 'gilded': 1, 'blank': 2, 'orient': 1, 'rusty': 1, 'green': 1, 'red': 1, 'gold': 1}"
The House Of Tinian,"Walker, George",1795,Romantic,Novel,Gothic,English,,,,,,Peripheral,https://en.wikipedia.org/wiki/George_Walker_(novelist),,,,,,,,,,,,,,,
Bungay Castle. A Novel,"Bonhote, Elizabeth",1796,Romantic,Novel,Gothic,English,,"Lane, William",Minerva Press,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",Bonhote_BungayCastle_Gutenberg.txt,http://www.gutenberg.org/ebooks/37533,,,,https://en.wikipedia.org/wiki/Bungay_Castle_(novel),,Project Gutenberg,#37533,25-Sep-11,13-Apr-17,ppcunningham fro the library of San Francisco State University,1796,"['lily', 'sable', 'bloody', 'natural', 'leaden', 'snow', 'sanguine', 'angry', 'red', 'rusty', 'black', 'white', 'white', 'black', 'ivory', 'white', 'red', 'snowy', 'lily', 'white', 'natural', 'blue', 'sanguine', 'white', 'blue', 'natural', 'angry', 'sanguine', 'natural', 'candid', 'white', 'natural', 'black', 'sandy', 'gilded', 'imperial', 'sanguine', 'natural', 'angry', 'natural', 'natural', 'angry', 'white', 'black', 'white', 'natural', 'green', 'red', 'angry', 'angry', 'red', 'sanguine', 'sanguine', 'natural', 'angry', 'red', 'black', 'verdant', 'natural']","{'lily': 2, 'sable': 1, 'bloody': 1, 'natural': 11, 'leaden': 1, 'snow': 1, 'sanguine': 6, 'angry': 7, 'red': 5, 'rusty': 1, 'black': 5, 'white': 8, 'ivory': 1, 'snowy': 1, 'blue': 2, 'candid': 1, 'sandy': 1, 'gilded': 1, 'imperial': 1, 'green': 1, 'verdant': 1}"
"Camilla, Or A Picture Of Youth","Burney, Frances",1796,Romantic,Novel,Gothic,English,,"Payne, T.; Cadell, T.; Davies, W.",,,,Peripheral,"Norton, Gothic Readings",Burney_Camilla_Gutenberg.txt,http://www.gutenberg.org/cache/epub/40619/pg40619.txt,,,,https://en.wikipedia.org/wiki/Camilla_(Burney_novel),,Project Gutenberg,#40619,29-Aug-12,7-Apr-17,"Delphine Lettaw, Mary Meehan and the Online Distributed Proofreading Team",,"['golden', 'natural', 'brown', 'black', 'natural', 'white', 'angry', 'angry', 'pearly', 'natural', 'sanguine', 'natural', 'lavender', 'natural', 'angry', 'straw', 'angry', 'natural', 'angry', 'natural', 'angry', 'natural', 'red', 'white', 'blank', 'natural', 'red', 'natural', 'angry', 'angry', 'sanguine', 'natural', 'angry', 'natural', 'angry', 'black', 'natural', 'angry', 'angry', 'natural', 'natural', 'green', 'blank', 'angry', 'natural', 'blank', 'angry', 'natural', 'natural', 'natural', 'natural', 'natural', 'natural', 'natural', 'natural', 'angry', 'angry', 'black', 'natural', 'red', 'leaden', 'blue', 'white', 'white', 'white', 'lilacs', 'angry', 'blue', 'black', 'natural', 'angry', 'angry', 'angry', 'angry', 'white', 'black', 'black', 'smoked', 'sable', 'black', 'natural', 'white', 'red', 'white', 'black', 'blacky', 'golden', 'angry', 'natural', 'natural', 'natural', 'blush', 'sanguine', 'natural', 'red', 'natural', 'natural', 'white', 'white', 'natural', 'white', 'candid', 'natural', 'natural', 'natural', 'natural', 'white', 'natural', 'natural', 'candid', 'black', 'brown', 'black', 'white', 'angry', 'white', 'red', 'angry', 'candid', 'lily', 'natural', 'natural', 'natural', 'natural', 'natural', 'angry', 'angry', 'natural', 'natural', 'natural', 'golden', 'red', 'natural', 'angry', 'natural', 'natural', 'natural', 'red', 'blue', 'snowy', 'candid', 'wine', 'angry', 'natural', 'natural', 'natural', 'sanguine', 'black', 'natural', 'candid', 'white', 'angry', 'natural', 'natural', 'natural', 'blank', 'candid', 'angry', 'angry', 'natural', 'white', 'natural', 'lilac', 'candid', 'angry', 'flame', 'sanguine', 'natural', 'angry', 'lilac', 'bay', 'red', 'lilac', 'white', 'black', 'angry', 'natural', 'natural', 'angry', 'sandy', 'livid', 'angry', 'angry', 'natural', 'angry', 'green', 'green', 'red', 'natural', 'white', 'natural', 'marble', 'straw', 'angry', 'blank', 'white', 'green', 'angry', 'angry', 'candid', 'angry', 'natural']","{'golden': 3, 'natural': 68, 'brown': 2, 'black': 12, 'white': 19, 'angry': 42, 'pearly': 1, 'sanguine': 5, 'lavender': 1, 'straw': 2, 'red': 10, 'blank': 5, 'green': 4, 'leaden': 1, 'blue': 3, 'lilacs': 1, 'smoked': 1, 'sable': 1, 'blacky': 1, 'blush': 1, 'candid': 8, 'lily': 1, 'snowy': 1, 'wine': 1, 'lilac': 3, 'flame': 1, 'bay': 1, 'sandy': 1, 'livid': 1, 'marble': 1}"
